@56667  = ~我不干。~
@69728  = ~我很担心你。你看起来很遥远，当大屠杀是如此真实如此靠近。我知道你会担心其他人，但是我希望你不会伤害到你自己~
@69729  = ~我们得救了，是不是？没有半点损伤。~
@69730  = ~我，很高兴看到你的感觉。~
@69731  = ~为什么你要这样做？~
@69732  = ~那是真的。你应该要比这样还要强壮。~
@69733  = ~我不是傻笑的<PRO_RACE>女性，<CHARNAME>。我不是生来依靠我的伙伴。我很强壮，因为我是一个黑暗精灵。我是钢铁，我是最锋利的刀。~
@69734  = ~我希望萨拉督许坠落的代价不是一个笑话！为什你那么迟钝？为什么你可以如此冷眼的看着他们……~
@69735  = ~一个时机不对的笑话，而我很抱歉。我只是不知道如何确切的描述它的痛苦。~
@69736  = ~~
@69737  = ~我想那只是一个开始。与即将来临的相比这只是小巫见大巫。~
@69738  = ~你说了实话。现在结束这个吧。我应该要离开你，既然我已经起不了作用。~
@69739  = ~不，留下来！我仍然需要你的技术。~
@69740  = ~如果那是你要去做的，我无法阻止你。~
@69741  = ~为什么你要谈这个呢？确切的说什么是错的？~
@69742  = ~而你的角色是什么？你是复仇的太阳还是行凶的恶魔？这两个都是不平衡的。也不是支撑着凡人世界的支柱。~
@69743  = ~<CHARNAME>，对你的行动请三思。我不要因为这个你带进来的野兽而失去你。小心。~
@69744  = ~我很高兴。记得你是谁以及我们所拥有的。它就像是你很难战胜的命运。它是有差别的。~
@69745  = ~你不需要依靠自己而变得强壮，维康妮亚……这就是我在这里的原因。~
@69746  = ~你对你哥哥的反应并不是脆弱的表现，维康妮亚。~
@69747  = ~你知道，我们有一天应该要回到那个城市……~ [JAHE2506]
@69748  = ~放松，你并没有做错什么。~
@69749  = ~嗯，我比较希望你对我是有用的。那样重要得多。~
@69750  = ~我从来没有反应过其他人。而我也不想这样做。~
@69751  = ~嗯，也许是开始的时候了如果这样对我们是有用的。~
@69752  = ~然后我想没有继续下去的地方了吧，有吗？~
@69753  = ~再见到我的哥哥是如此的困难。我从来没有忘记他如何救了我。我从来没有忘记我们曾经那么亲密。想到他因为我而牺牲……~
@69754  = ~拜托……吾爱。（抱怨）今晚我必须……我必须停下来。我……我想时间到了！宝宝要来了！~ [AERI2509]
@69755  = ~喔……好痛！喔，我的爱……快来。请握着我的手！~
@69756  = ~不要担心，艾黎。我就在这。你只要……呃……只要呼吸就好！~
@69757  = ~我……喔！好痛！（上气不接下气）（喘嘘嘘）我……我做得到，<CHARNAME>……只要你陪在我身边。~
@69758  = ~多漂亮啊，我将会给予它那样。可惜它的痛苦像是它造成的。~
@69759  = ~现在？你现在要生小孩？~
@69760  = ~我在那里真的受欢迎吗？我想他们有点责怪我，他们在萨拉督许也将是一样的。~
@69761  = ~为什么，因此他们可以用他们不可靠的眼睛盯着看？我从他们身上感觉到如此。~
@69762  = ~是的，不过他们将会重建。就连精灵们都感受到时间的催促且着手改善他们自己。他们不是命运的奴隶。~
@69763  = ~唔，那是通知排练的声音。你觉得是什么？~
@69764  = ~请不要隐藏你的想法，贾希拉。坦率地表达你在意的。~
@69765  = ~也许吧，但是那只因他们真正的敌人距离如此遥远。你带着污点且在那里，因此他们不知道该期待什么。命运对受害者是没有意义的。~
@69766  = ~唔，那是通知排练的声音。你觉得是什么？~
@69767  = ~请不要隐藏你的想法，贾希拉。坦率地表达你在意的。~
@69768  = ~我不打算低声下气的跟你说话。我只希望你记得什么是有价值的。命运似乎急切的想主宰你，而我不知道那样是否最好。~
@69769  = ~但那不是事实！葛立安也一样。~
@69770  = ~即使人们现在不信任你，至少他们所不信任的是“你”。威胁我们的生物在这地下。他们难以理解，强壮，且一点也不平衡。~
@69771  = ~忘了它，维康妮亚。一直想这个是没有帮助的。~
@69772  = ~那么我们终止这软弱的原因。我们现在的关系就只是个障碍。~
@69773  = ~是个男孩！噢，我们拥有一个多么美丽的儿子－－看他摆动着他的脚趾！~
@69774  = ~很好。那对我们有用。~
@69775  = ~我……我已经选好了一个名字，<CHARNAME>。如果你不介意，我想叫他奎里。~
@69776  = ~不需要那样，维康妮亚。你不必自己完成……那是我在此的原因。~
@69777  = ~~
@69778  = ~我会很骄傲能用你叔叔的名字来为我儿子命名，艾黎~
@69779  = ~那么，我将留下来……不过只为了和你并肩作战，abbil（伙伴）。让我们开始旅程吧。~
@69780  = ~哈啰，奎里……你会说“妈咪”吗？噢，他是如此可爱。他看起来真像你，<CHARNAME>。他看起来真像个小<PRO_RACE>。你何不抱一下？你不会弄伤他的。~
@69781  = ~那么再见了，我的ssinssrigg（爱）。希望你的任务成功。~
@69782  = ~~
@69783  = ~我会没事的，<CHARNAME>。我会用一些治疗法术治疗自己且准备好出发。帮忙把小奎里绑到我的背上，我们可以再次动身为我们的儿子把这世界变得更好。~
@69784  = ~<CHARNAME>，我认识*你*，不是你的污点。我只想保护我有兴趣的事物。现在你的生命和我的绑在一起。~
@69785  = ~也许。也许你说的是真的。我曾坦白告诉过你，我对与其他人真诚的亲密关系懂得很少，是吧？我需要你在这方面引导我。~
@69786  = ~那么我们出发吧。停留在这里让我的胃不舒服。~
@69787  = ~贾希拉，我不会总是很快离开。拜托，相信我。~
@69788  = ~一个慷慨激昂的请求，但是我不会像你一样担心。~
@69789  = ~当时候来到我会尽我所能。不要让我充满疑虑。~
@69790  = ~他确实是个很帅的小伙子，是吧？就像他爸爸。小奎里你会说“爹地”吗？你会说“妈咪”吗？噢，他看起来饿了。你最好暂时先把他交还给我。~
@69791  = ~我曾考虑过我们的事，我的m'rann d'sinss.（情人）也许考虑的太多了。老是想着这样的事只会造成头痛和困惑，你同意吗？~ [VICO2504]
@69792  = ~他在这……妈咪。经历这一切之后你觉得如何？~
@69793  = ~我同意。~
@69794  = ~一点也没错。很高兴看到你已经改变立场。~
@69795  = ~并不全然……彻底想清楚这些事是很重要的。~
@69796  = ~你说话的口气好像那些已经决定他们命运的人。我希望它对你是正确的。我希望在它之中有我的一席之地。~
@69797  = ~是的。我只是想确定你知道。~
@69798  = ~会有很大的改变，不是吗？在所有可能发生的事中我最担心你的未来。~ [JAHE2507]
@69799  = ~为何如此，贾希拉？你担心什么？~
@69800  = ~似乎有许多生物挂念着我的未来。~
@69801  = ~对于你影响不到的事你实在担心的太多了。~
@69802  = ~我们已经和许多巴尔之子们大战。他们寻求掠夺，来复活巴尔，来成为巴尔，来破坏，来创造，而现在我奇怪的是……~
@69803  = ~我怀疑，<CHARNAME>，这结束后会发生什么事？如果我们获胜，毫无疑问的将会释放大量巴尔的污染。那将是你的吗？~
@69804  = ~我的意思是，这些孩子是为了让巴尔复活。他们被迫去掠夺来增强力量，然后当他们死时这个力量会回到巴尔。假使他没有复活呢？~
@69805  = ~我必须认为我可以不一样，即使在命运的面前。有一些神祇牵涉其中，但凡人促成结果。特别是巴尔的追随者们……而现在我怀疑……~
@69806  = ~某个人必将取得这力量。也许是我。也许不是。~
@69807  = ~他将永远死亡。他的力量将消散成为过去。~
@69808  = ~也许他的力量能继续……。如果有其他的孩子们，也许可以重新开始。~
@69809  = ~那是我最怕的。这样的一个人会变得不真实，变成像神一样。他们无法存在于凡人的躯壳内。自然界不会允许……~
@69810  = ~如此的一个人会离开这个界域，被其他地方的使命所召唤，超过我们所能想像。如此的一个人可能会对我们……对我无恸于衷……~
@69811  = ~而我们将会再次被召唤来战斗，直到我们一再的面对这相同的问题。某个人将会再度试着要拥有这力量……你可能……~
@69812  = ~会吗？他现在死了，而他的力量归于努力战斗而够格去得到它的人。明天谁将为它而战？另一个后裔？另一个神？你？~
@69813  = ~不。不，贾希拉，请冷静下来。我不会离开你，至死不渝。~
@69814  = ~贾希拉，这是怎么了？~
@69815  = ~但不是死亡。不，一个有不可思议力量的生命！如此合适的命运……~
@69816  = ~我希望你长长久久和我在一起，而只是看着你在注定不会……不会彻底杀死你的战斗中受伤就让我够烦恼了。~
@69817  = ~你和其他什么人的命运？不是我。在如此的命运里没有我的位置。~
@69818  = ~别再伤心了，贾希拉。我现在在这里，而且我保证明天我还会在这里。~
@69819  = ~贾希拉，即使我自己的错误都无法毁掉我，事情会好转的。~
@69820  = ~我是我命运的主宰。对于我光荣的命运没什么好担心的。~
@69821  = ~明天……一天……休息呢？拜托，考虑一下休息吧。~
@69822  = ~我不认为你以前曾这么努力尝试过……~
@69823  = ~嗯，这似乎……似乎接近了我们旅程的终点。~ [JAHE2508]
@69824  = ~~
@69825  = ~~
@69826  = ~~
@69827  = ~记住，我相信你，<CHARNAME>。~ [JAHE2509]
@69828  = ~不要担心。这是我的舞曲，我能随心所欲。~
@69829  = ~我很高兴有人做。似乎众神希望借此拖延我~
@69830  = ~在我的王位座椅脚下会为你准备一个特别的位置。~
@69831  = ~只管在进入时站后面点。~
@69832  = ~什么！~
@69833  = ~开玩笑！只是开个玩笑！轻松点，这是命运之日。~
@69834  = ~没什么。不必担心。~
@69835  = ~会在这种时候开玩笑，你不愧是某种东西的儿子，不过我不会称它是神。~
@69836  = ~不必担心？他说不必担心，哼！~
@69837  = ~我也会的，如果你喜欢的话。~
@69838  = ~噢，你真不可爱。好，完美极了，你和我。我们走吧。~
@69839  = ~有趣，我很高兴你笑了。~
@69840  = ~我比较想站在你这边。我希望有位置……~
@69841  = ~奇特而有趣，不过我不知道众神们是否喜欢舞蹈。~
@69842  = ~那么他们可以一直坐到这结束。我会照料一切。~
@69843  = ~也许我们会有机会问。谁知道……~
@69844  = ~不是那个就是叫喊声。来，我们走吧。~
@69845  = ~是的……你和我……~
