@37540  = ~I would like you to join us again, Haer'Dalis.《我希望你再加入我們，海爾達利。》~
@41469  = ~Thank Milil! The <PRO_LADYLORD> patron is here! Maybe <PRO_HESHE> can sort this whole mess out now.《感謝米麗爾！<PRO_LADYLORD>老闆來了！也許<PRO_HESHE>現在可以幫我們解決這堆問題。》~
@41470  = ~The... the musician we hired to perform the score... he has disappeared! I heard rumors of him having debt problems, but regardless, he is gone!《我們……我們請來的樂師……消失了！我聽說好像是因為他有一些債務問題，可是不論如何，他都消失了！》~
@41471  = ~And it gets worse! Not only is it too late to replace him, but he vanished with the original score! I... I have no copy and don't know where to get one!《還不只如此！我們不只要找人頂替他，而且他也把樂譜的原稿帶走了！我……我手邊沒有副本，也不知道要去哪邊找！》~
@41472  = ~No music! And no score to follow even if we did have music! Oooh, this is a disaster! A disaster!《沒有音樂！就算有樂師也沒有樂譜可演奏！嗚，真是悲慘！真是悲慘！》~
@41473  = ~But Higgold, I told you that I do know of someone who is here in Athkatla who could replace your musician! In fact, I've already talked to him!《但是希果德，我早跟你說過我知道阿斯卡特拉城裡，有個可以取代你原本樂師的音樂家！事實上，我甚至已經和他談過了！》~
@41474  = ~No, I told you that we can't ask the <PRO_LADYLORD> patron to spend more! We can't, especially when the play is... is going nowhere!《不，我告訴過你，我們不能再讓<PRO_LADYLORD>老闆花更多錢了！不可以這樣，尤其我們的戲……又沒有任何進展！》~
@41475  = ~Don't... don't be so hard on yourself, Higgold...《別……別對你自己那麼苛，希果德……》~
@41476  = ~Well, I will tell <PRO_HIMHER> myself, then. Patron! I know a rather famous harpist from Scornubel who happens to be in Athkatla currently.《好吧，那我就自己去跟<PRO_HESHE>講。老闆！我認識某個來自史高奴貝爾的著名豎琴家，他目前正巧來到了阿斯卡特拉城。》~
@41477  = ~His name is Balmitance... and he's available if you wish to hire him. Better yet, he already knows the score to the Turmish play from memory.《他的名字叫做巴爾米坦斯……如果你要僱用他的話，他目前也有空。更棒的是，他還記得突米須之劇的樂譜音符。》~
@41478  = ~The only drawback... well, I did say he was famous. And he is a wonder to behold—he would add such beauty to the play! But... he asks 500 gold to do the task...《唯一的缺點……呃，我剛說過，他相當的有名。而且他也非常的上得了檯面，會讓我們的演出更具有可看性！但是……他開價要五百枚金幣才肯接手……》~
@41479  = ~No, no... ignore that, <CHARNAME>, it is too much to ask, too—《不，不……不要理會那個，<CHARNAME>，這樣的要求太超過了，太－－》~
@41480  = ~I... I can play the harp. I have taken many lessons...《我……我會彈豎琴。我上過不少課……》~
@41481  = ~Don't... er... what did you say, Marcus?《不要……呃……你剛說什麼，馬庫斯？》~
@41482  = ~I can play the harp. Really well, in fact.《我會彈豎琴。事實上彈的很好。》~
@41483  = ~That's great... but it doesn't solve our problem about not having the score, however.《真是太棒了……不過這還是沒有解決我們少了樂譜的問題。》~
@41484  = ~Well... I don't know the score much. But I know it a little. I... I suppose I could try to write a new score. It wouldn't be so bad...《好吧……我是不太懂這樂譜……，可是我還是多少知道一點。我……我想我能試著寫一個新的樂譜。應該不會太差才對……》~
@41485  = ~That's... an option and wonderful news, but... <CHARNAME>, you are skilled in bardic arts! Perhaps you could write the score... from memory? What do you think?《那也是……種選擇，真是不錯的消息，但是……<CHARNAME>，你本身就很擅長音樂藝術！也許你可以重新譜樂……憑著先前的記憶？你覺得怎麼樣？》~
@41486  = ~I say let us hire this Balmitance fellow... Not only does he know the score, he is a fine musician, yes?《讓我們聘請這位巴爾米坦斯先生……他不只知道這份樂譜，他也是個知名的音樂家，不是嗎？》~
@41487  = ~I don't know if I trust my memory... If Marcus is willing to play, let him write the score.《我不知道我的記憶可不可靠……如果馬庫斯願意彈奏音樂，那就讓他負責譜曲吧。》~
@41488  = ~If Marcus is willing to play, I am happy to test my intellect and rewrite the score.《如果馬庫斯願意彈奏，我樂意試試我的天賦並以此重新譜曲。》~
@41489  = ~If Marcus is willing to play, I am happy to test my intellect and rewrite the score.《如果馬庫斯願意彈奏，我樂意試試我的天賦並以此重新譜曲。》~
@41490  = ~If Marcus is willing to play, I am happy to test my intellect and rewrite the score.《如果馬庫斯願意彈奏，我樂意試試我的天賦並以此重新譜曲。》~
@41491  = ~If Marcus is willing to play, I am happy to test my intellect and rewrite the score.《如果馬庫斯願意彈奏，我樂意試試我的天賦並以此重新譜曲。》~
@41492  = ~If Marcus is willing to play, I am happy to test my intellect and rewrite the score.《如果馬庫斯願意彈奏，我樂意試試我的天賦並以此重新譜曲。》~
@41493  = ~My daughter? You mean young Nalia? She is my niece. Her mother passed when Nalia was but two seasons. Caught some pestilence from those peasants she so loved to coddle. 《我的女兒？你是說娜里亞？她是我的侄女。她的母親在她兩歲時死了。被那些農夫傳染的病害死的。》~
@41494  = ~Oh well, those that beg cannot afford to be choosy. At least, that is the phrase as I have heard it. Shall we get to the business of a rescue? I assume that is what you are here for. 《噢，那些乞求的人不能有太多選擇權。至少，我聽說的是這樣。我們能不能談談救援的事？我想那是你來這裡的原因。》~
@41495  = ~One Level Drained《被吸取一個等級》~
@41496  = ~I fear your attempt at eloquence masks a simple mind. No doubt you refer to Nalia, my niece. She might seek your company... that is my constant fear. 《我想你試圖用口才來隱藏單純的頭腦。你一定是指娜里亞，我的侄女。她可能找你作伴……那正是我擔心的事。》~
@41497  = ~Such manners only serve to illustrate what I already knew by the smell of you. You are filthy peasantry, come to ingratiate yourselves by rescuing your betters. 《這種態度只說明了我從你的味道所瞭解的事。你是個污穢的農民，前來拯救貴族，以討好上層的人。》~
@41498  = ~You would hire the harpist Balmitance? That is wonderful news! You are almost too gracious, <CHARNAME>... Balmitance will have the audience enthralled!《你願意聘請這會豎琴家巴爾米坦斯？這真是太好了！你真是太慷慨仁慈了，<CHARNAME>……巴爾米坦斯一定會讓觀眾為之瘋狂！》~
@41499  = ~Please keep quiet?! Such insolence could only come from a lout of the lower classes. Who let you in here? A silly question on my part, I suppose. 《請安靜？！這種傲慢的態度只會來自低層人民。誰讓你進來的？我想這個問題問得很笨。》~
@41500  = ~That's most excellent. And this means it all doesn't fall on you, eh, Marcus?《真是太棒了。這就是說，這不用全落在你身上，馬庫斯？》~
@41501  = ~...I suppose...《……我想是吧……》~
@41502  = ~You... you would allow me, <PRO_LADYLORD> patron? Oh joy! I will do my absolute best, I promise!《你……你願意資助我，<PRO_LADYLORD>老闆？喔，太好了！我保證一定能做到最好！》~
@41503  = ~Well... at least the problem has been solved. We'll have to see exactly what Marcus comes up with, though. Off you two go, then. Crisis over.《好吧……至少這個問題也算解決了，不過我們還是得看看馬庫斯最後的結果會怎樣。好了，那你們兩個可以先離開，危機解除了。》~
@41504  = ~It is their lot to serve, and it is my lot to be served by them. Those that did not strive to protect this place will be docked wages for their laziness. 《那是他們的責任，而我的責任則是接受他們的侍奉。那些不努力保護這個地方的人會被扣錢。》~
@41505  = ~Excellent! Excellent! Marcus, get your harp! Zaren, get <CHARNAME> some proper parchment! Oh, this is almost too much to hope for!《太棒了！太棒了！馬庫斯，拿起你的豎琴！塞倫，去幫<CHARNAME>拿個紙捲過來！哦，我簡直不敢相信會這麼順利！》~
@41506  = ~Excellent! Excellent! Marcus, get your harp! Zaren, get <CHARNAME> some proper parchment! Oh, this is almost too much to hope for!《太棒了！太棒了！馬庫斯，拿起你的豎琴！塞倫，去幫<CHARNAME>拿個紙捲過來！哦，我簡直不敢相信會這麼順利！》~
