@12561  = ~~ [MINER06]
@24725  = ~My equipment needs a measure of cleaning as well. If you are through with your own preparations, would you see to this?~
@24726  = ~~
@24727  = ~I did not intend to burden. Indeed, I thought the role would flatter. Every knight needs a squire; I had hoped you would be honored.~
@24728  = ~Perhaps I should have made a formal request, but... I am new to this as well... There is none other more fit to be my squire. You are a gentleman... a friend. ~
@24729  = ~Have I erred? Just what?~
@24730  = ~What have these ruffians done to you?~
@24731  = ~Sorry. I'm leaving now.~
@24732  = ~It is a large building... a large orange building in the southwest part of the Docks District. There will be a man guarding the door... his name is Rylock. Please, take me to him...~
@24733  = ~I can try to heal you magically, if you wish.~
@24734  = ~What will be my reward for helping you then?~
@24735  = ~Very well. I will take you there.~
@24736  = ~But now it lies in an altar in this wretched place, if my memory serves, and I have neither the time nor strength to retrieve it. If you could do so in my stead and bring it to me at the playhouse, perhaps our winding paths will finally converge.~
@24737  = ~Forget it. I have better things to do.~
@24738  = ~And what would be my reward for doing this?~
@24739  = ~It is... no use, I am afraid. I have already attempted to neutralize the poison inside me. I... do not know... what has been done to me. Please... I must go to my friends...~
@24740  = ~Where is this building, then?~
@24741  = ~What sort of reward will I receive for doing this for you?~
@24742  = ~Very well... I will take you now.~
@24743  = ~Forget it. I have better things to do than to help you.~
@24744  = ~Reward? *groan* I... I have nothing to offer you... aside from my gratitude and those of my friends. Please... I do not have much time...~
@24745  = ~Where is this building, exactly?~
@24746  = ~I will attempt to heal you with magic.~
@24747  = ~Very well... I'll take you there.~
@24748  = ~Forget it, then. I have better things to do.~
@24749  = ~Th-thank you. I... do not have long to live. You must take me there quickly... *groan*... take me to Rylock...~
@24750  = ~H-have... have you no compassion? I... I am dying. Nobody will aid me... please, I am begging you...~
@24751  = ~*sigh* Where do you need to go, again?~
@24752  = ~Sorry. I'll leave you be now.~
@24753  = ~P-please! No...~
@24754  = ~You? P-please... I ask you again... please help me...~
@24755  = ~Tell me what you need, again?~
@24756  = ~Sorry, I cannot. I'll be going.~
@24757  = ~What Harpers? What are you talking about?~
@24758  = ~The Harpers you delivered the poisoned man to. Or were you too idiotic to know they were Harpers? I require your inadequate services for a job.~
@24759  = ~Exactly what kind of job are you talking about?~
@24760  = ~I'm not about to cross the Harpers. Sorry.~
@24761  = ~ 'Allo <LADYLORD>! Would you care to purchase some of my high-quality merchandise this <DAYNIGHTALL>?~
@24762  = ~I have no interest in doing anything for you, Xzar.~
@24763  = ~Let's see what you have.~
@24764  = ~He has been poisoned somehow... but he said magic was not able to cure it. He seemed desperate to find you.~
@24765  = ~He is... sick? I shall bring him inside immediately. Thank you, friend, for doing this. We are most grateful. Here is a small reward for your troubles. ~
@24766  = ~A reward? Er... yes, I suppose so. For you trouble. Renfeld appears ill... I must take him inside immediately. Thank you.~
@24767  = ~This is a private residence. Thank you for bringing Renfeld to me. He appears ill, so I must bring him inside immediately. Some coin... for your trouble. ~
@24768  = ~Poisoned? By the gods! Thank you... I must bring him inside immediately! Here is some coin, for your trouble. I thank you again, friend.~
@24769  = ~Yes? Is there someth... Renfeld? He is dead? What has happened to him?~
@24770  = ~I found him poisoned in the street. He was desperate to find you, but I did not locate you in time.~
@24771  = ~I am not sure. He asked me to bring him here, but he died on the way.~
@24772  = ~I do not know.~
@24773  = ~Poisoned? It is a sad thing, then, that he did not arrive to us soon enough. Thank you for bringing his body... we are most appreciative.~
@24774  = ~Yes, I was hoping for some kind of reward...?~
@24775  = ~Just who are you? Who was he? What is this place?~
@24776  = ~It was not a problem.~
@24777  = ~I see. Thank you anyway for bringing his body to us. We are most appreciative.~
@24778  = ~Yes, I was hoping for some kind of reward...?~
@24779  = ~Just who are you? Who was he? What is this place?~
@24780  = ~It was not a problem.~
@24781  = ~Hm. All right... for your trouble, I suppose. I thank you again for bringing the body to us. Good day to you.~
@24782  = ~None of those questions are your concern. Here... some money to cover your trouble. I must take him inside now... Thank you and good day.~
@24783  = ~I must bring his body inside, then. Thank you again for bringing him to us. We are most appreciative. Good day.~
@24784  = ~We maintain the balance, fool... and every Harper goes more out of his or her way for the common good than anyone else ever cares to. *sigh*~
@24785  = ~Wyvern Call~
@24786  = ~Wyvern Call
(Conjuration/Summoning)

Level: 6
Range: 120 ft.
Duration: 1 round/level
Casting Time: 9
Area of Effect: Special
Saving Throw: None

When this spell is cast, the wizard opens up a magical channel that will summon a wyvern to <PRO_HISHER> aid. The creature will live and die at <PRO_HISHER> command until the spell's duration expires.~
@24787  = ~You have one of our brethren with you! We must resurrect her immediately and... what is wrong? I feel great ugliness around her... a foul curse! ~
@24788  = ~We will keep her here in druidic hibernation. That will stave off the inevitable for a time. Find what has done this and remove the curse lest she not survive.~
@24789  = ~I cannot say. Please, rejoin with me and go there. It is very important.~
@24790  = ~Very well, join with me.~
@24791  = ~No, I don't think I will.~
@24792  = ~If you do not wish to come now, then I will wait for you there. Please, do not take long. This is important. I will be at the Harper Hold in Athkatla.~
@24793  = ~Good. This will make things easier for every one. ~
@24794  = ~No, no, no, you must go in. I cannot leave here until you agree to do so. Return when you will be more reasonable.~
@24795  = ~I am yours to command. ~ [MAZZY22]
@24796  = ~Ah, I sense you have an earthy wisdom about you, my sweet elf. I find that most sensual.~
@24797  = ~Conjure Lesser Earth Elemental
(Conjuration/Summoning)

Level: 5
Range: 45 ft.
Duration: 1 turn + 1 round/level
Casting Time: 9
Area of Effect: Special
Saving Throw: None

A wizard who casts a Conjure Lesser Earth Elemental spell summons an earth elemental to do <PRO_HISHER> bidding. The elemental has 8 Hit Dice and will serve the caster's every whim until banished back to its home plane, the spell's duration expires, or the elemental dies. However, every time this spell is cast, there is a 15% chance that the elemental will escape the instructions of the caster, go berserk, and attack the wizard who dared summoning it. If it can't reach the summoner, it will fight its way toward <PRO_HIMHER>. This berserking elemental will also remain until slain or the spell's duration expires. The elemental is locked into a psychic contest with the caster for 3 rounds after being summoned. At the end of this time, if the caster has won, <PRO_HESHE> has control of the elemental; however, if <PRO_HESHE> has lost, the elemental goes berserk and tries to kill <PRO_HIMHER>. This does not prevent the use of other charm-type spells after the contest was lost. If charm spells are used before the contest is over, they will have no effect on the outcome.~
@24798  = ~Do you also find sensual my disdain for your disgusting manner?~
