// creator : C:\Users\Chelif\AppData\Local\NearInfinity\app\NearInfinity.jar (v2.4-20260111)
// game    : H:\SteamLibrary\steamapps\common\Baldur's Gate II Enhanced Edition
// dialog  : lang\en_US\dialog.tlk
// dialogF : (none)

@0      = ~<NO TEXT>~
@11887  = ~~
@11888  = ~Thank you, master. I shall return to the prison.~
@11889  = ~Why hast thou forgotten? This is no boon, master—please do not leave me! Ahhhh... glass and thoughts for eternity, pain and loneliness for a destiny!~
@11890  = ~Gwwwaaa... Master? Master, is that you? I can barely see. It has been so long, and I have been so alone. All alone.~
@11891  = ~I am not your master. Can you hear me? Do you hear me speaking?~
@11892  = ~Yes, it is the master. Are you all right?~
@11893  = ~I have no wish to speak with you further.~
@11894  = ~I am so sorry, master! I will never do it again! I serve only you!~
@11895  = ~I did not mean to go into the mistress's room! I knew it was dangerous, so very dangerous, in there! I was not trying to steal anything, truly!~
@11896  = ~I was not trying to steal anything of the mistress's. I would never do that—I am faithful to you always! Why am I here, master? What has happened to me?~
@11897  = ~You do not hear me, do you? How very sad what has been done to you.~
@11898  = ~The dawn is especially cruel this morning.
~ [CHAP00A]
@11899  = ~You will not last long on your own with your meager equipment. Perhaps you can get some help from the friends Gorion mentioned, the ones at the Friendly Arm. 
~ [CHAP00C]
@11900  = ~I have no desire to continue to listen to you. Enough.~
@11901  = ~Was I hurt in the mistress's room, master? I can remember nothing. Is the mistress's room truly so deadly? I am sorry, so sorry. I will never do it again, master. Please save me! Please!~
@11902  = ~Wh-what?! By the Exile, the prisoners have escaped! Between invading thieves and the loss of <CHARNAME>, the master will not be pleased. Come, gray ones, we must be stopping them!~ [DWARF03]
@11903  = ~Ah, excellent. I see I am to be provided fresh blood, for once.~
@11904  = ~Getting inside the asylum

The barkeep at the Vulgar Monkey suggested that the only way to get inside the courtesans' guild house would be to employ one of their courtesans or to go up against Galvena's well-trained guards and pet wizard. My choice.~
@11905  = ~Again shall I feed.~
@11906  = ~We shall see, shall we not? Come, my captor has fed me nothing but the lifeless, and I hunger.~
@11907  = ~NO! Pooky... aughh!~
@11908  = ~I am given little choice, my succulent mortal. I am imprisoned here to serve the task of guardian. You shall proceed no further.~
@11909  = ~You are a prisoner here? Why not help me, and we can escape together?~
@11910  = ~Tamoko~
@11911  = ~Brunos~
@11912  = ~Thaldorn~
@11913  = ~Rieltar~
@11914  = ~Kestor~
@11915  = ~Tuth~
@11916  = ~Nimbul~
@11917  = ~Nimbul~
@11918  = ~Mulahey~
@11919  = ~Greywolf~
@11920  = ~Emerson~
@11921  = ~Nalin~
@11922  = ~Brage~
@11923  = ~Oublek~
@11924  = ~Caldo~
@11925  = ~Krumm~
@11926  = ~Prism~
@11927  = ~Daer'Ragh~
@11928  = ~Ulraunt~
@11929  = ~Tethtoril~
@11930  = ~Chanter~
@11931  = ~Voice of the North~
@11932  = ~Voice of the South~
@11933  = ~Voice of the East~
@11934  = ~Voice of the West~
@11935  = ~Tamoko~
@11936  = ~Brunos~
@11937  = ~Thaldorn~
@11938  = ~Rieltar~
@11939  = ~Kestor~
@11940  = ~Tuth~
@11941  = ~Contingency~
@11942  = ~Rest~
@11943  = ~Priest Scroll~
@11944  = ~Memorized~
@11945  = ~Known~
@11946  = ~information~
@11947  = ~most powerful vanquished~
@11948  = ~time spent with party~
@11949  = ~favorite spell (if applicable)~
@11950  = ~favorite weapon~
@11951  = ~total experience value in party~
@11952  = ~percentage of total kills in party~
@11953  = ~experience value of kills~
@11954  = ~number of kills~
@11955  = ~Character Generation~
@11956  = ~gender~
@11957  = ~race~
@11958  = ~alignment~
@11959  = ~class~
@11960  = ~abilities~
@11961  = ~appearance~
@11962  = ~accept~
@11963  = ~name~
@11964  = ~PROFICIENCY SLOTS~
@11965  = ~bow~
@11966  = ~spiked weapons~
@11967  = ~small sword~
@11968  = ~large sword~
@11969  = ~axe~
@11970  = ~blunt weapons~
@11971  = ~missile weapons~
@11972  = ~spear~
@11973  = ~done~
@11974  = ~NAME~
@11975  = ~STRENGTH~
@11976  = ~ABILITIES~
@11977  = ~DEXTERITY~
@11978  = ~CONSTITUTION~
@11979  = ~INTELLIGENCE~
@11980  = ~WISDOM~
@11981  = ~CHARISMA~
@11982  = ~reroll~
@11983  = ~SKILLS~
@11984  = ~stealth~
@11985  = ~find traps~
@11986  = ~pick pockets~
@11987  = ~open locks~
@11988  = ~ALIGNMENT~
@11989  = ~Mage Book~
@11990  = ~GENDER~
@11991  = ~MULTI-CLASS~
@11992  = ~CLASS~
@11993  = ~multi-class~
@11994  = ~specialist mage~
@11995  = ~RACE~
@11996  = ~CHEST~
@11997  = ~Armor~
@11998  = ~Gauntlets~
@11999  = ~Helmet~
@12000  = ~Amulet~
@12001  = ~Belt~
@12002  = ~Left Ring~
@12003  = ~Right Ring~
@12004  = ~Cloak~
@12005  = ~Boots~
@12006  = ~Shield~
@12007  = ~Major Clothing Color~
@12008  = ~Minor Clothing Color~
@12009  = ~Quiver~
@12010  = ~Quick Weapon~
@12011  = ~Ground Item~
@12012  = ~Quick Item~
@12013  = ~Personal Item~
@12014  = ~Protection From Evil, 10' Radius~
@12015  = ~Blindness~
@12016  = ~Blur~
@12017  = ~Invisibility~
@12018  = ~Mirror Image~
@12019  = ~Invisibility, 10' Radius~
@12020  = ~Wraithform~
@12021  = ~Improved Invisibility~
@12022  = ~Shadow Door~
@12023  = ~Protection From Evil~
@12024  = ~Protection From Petrification~
@12025  = ~Resist Fear~
@12026  = ~Dispel Magic~
@12027  = ~Non-Detection~
@12028  = ~Protection From Normal Missiles~
@12029  = ~Minor Globe of Invulnerability~
@12030  = ~Grease~
@12031  = ~Armor~
@12032  = ~Lay On Hands~
@12033  = ~Melf's Acid Arrow~
@12034  = ~Flame Arrow~
@12035  = ~Monster Summoning I~
@12036  = ~Ghost Summoning~
@12037  = ~Monster Summoning II~
@12038  = ~Monster Summoning III~
@12039  = ~Infravision~
@12040  = ~Identify~
@12041  = ~Detect Evil~
@12042  = ~Detect Invisibility~
@12043  = ~Know Alignment~
@12044  = ~Clairvoyance~
@12045  = ~Charm Person~
@12046  = ~Friends~
@12047  = ~Sleep~
@12048  = ~Luck~
@12049  = ~Hold Person~
@12050  = ~Dire Charm~
@12051  = ~Confusion~
@12052  = ~Magic Missile~
@12053  = ~Shield~
@12054  = ~Chromatic Orb~
@12055  = ~Fog Cloud~
@12056  = ~Stinking Cloud~
@12057  = ~Web~
@12058  = ~Agannazar's Scorcher~
@12059  = ~Fireball~
@12060  = ~Lightning Bolt~
@12061  = ~Fire Shield (Blue)~
@12062  = ~Ice Storm~
@12063  = ~Wall of Fire~
@12064  = ~Wall of Fire~
@12065  = ~Cloudkill~
@12066  = ~Cone of Cold~
@12067  = ~Chill Touch~
@12068  = ~Larloch's Minor Drain~
@12069  = ~Horror~
@12070  = ~Ghoul Touch~
@12071  = ~Vampiric Touch~
@12072  = ~Skull Trap~
@12073  = ~Animate Dead~
@12074  = ~Burning Hands~
@12075  = ~Color Spray~
@12076  = ~Shocking Grasp~
@12077  = ~Strength~
@12078  = ~Wizard Lock~
@12079  = ~Vocalize~
@12080  = ~Haste~
@12081  = ~Slow~
@12082  = ~Dimension Door~
@12083  = ~Remove Fear~
@12084  = ~Sanctuary~
@12085  = ~Glyph of Warding~
@12086  = ~Protection From Fire~
@12087  = ~Remove Curse~
@12088  = ~Remove Paralysis~
@12089  = ~Bless~
@12090  = ~Chant~
@12091  = ~Animal Summoning I~
@12092  = ~Animal Summoning II~
@12093  = ~Wall of Fire~
@12094  = ~Find Traps~
@12095  = ~Invisibility Purge~
@12096  = ~True Seeing~
@12097  = ~Command~
@12098  = ~Magical Stone~
@12099  = ~Charm Person or Mammal~
@12100  = ~Hold Animal~
@12101  = ~Rigid Thinking~
@12102  = ~Free Action~
@12103  = ~Miscast Magic~
@12104  = ~Antichickenator~
@12105  = ~Flame Blade~
@12106  = ~Goodberry~
@12107  = ~Spiritual Hammer~
@12108  = ~Draw Upon Holy Might~
@12109  = ~Flame Strike~
@12110  = ~Cure Light Wounds~
@12111  = ~Aid~
@12112  = ~Slow Poison~
@12113  = ~Animate Dead~
@12114  = ~Cure Serious Wounds~
@12115  = ~Neutralize Poison~
@12116  = ~Cure Critical Wounds~
@12117  = ~Raise Dead~
@12118  = ~Shillelagh~
@12119  = ~Entangle~
@12120  = ~~
@12121  = ~Barkskin~
@12122  = ~Resist Fire and Cold~
@12123  = ~Silence, 15' Radius~
@12124  = ~Call Lightning~
@12125  = ~Strength of One~
@12126  = ~Turn Undead Level~
@12127  = ~Lay On Hands Amount~
@12128  = ~Backstab Damage~
@12129  = ~Ghost Armor~
@12130  = ~~
@12131  = ~Knock~
@12132  = ~There is no escape, foolish one. And I am afraid you are far too tasty a meal for me to pass up.~
@12133  = ~Mira~
@12134  = ~Really? Well, I am impressed. Fortunately, all your work has left you a physique which has stirred my hunger. ~
@12135  = ~Gender~
@12136  = ~Class~
@12137  = ~Level <LEVEL>~
@12138  = ~Healing~
@12139  = ~~
@12140  = ~Armor
(Conjuration)

Level: 1
Range: 0
Duration: 9 hours
Casting Time: 9
Area of Effect: The caster
Saving Throw: None

By means of this spell, the wizard creates a magical field of force that serves as if it were scale mail armor (AC 6). It is cumulative with Dexterity bonuses to Armor Class and, in the case of Fighter/Mages, with the shield bonus. The Armor spell does not hinder movement, adds no weight or encumbrance, and doesn't prevent spellcasting. It lasts until successfully dispelled or until its duration expires.~
@12141  = ~Burning Hands
(Alteration)

Level: 1
Range: 0
Duration: Instant
Casting Time: 1
Area of Effect: 5-ft. cone with 120-deg. arc
Saving Throw: 1/2

When the wizard casts this spell, a jet of searing flame shoots from <PRO_HISHER> fingertips. The wizard's hands must be held so as to send forth a fanlike sheet of flames: <PRO_HISHER> thumbs must touch each other and the fingers must be spread. The burning hands send out flame jets of 5 ft. length in a horizontal arc of about 120 degrees in front of the wizard. Any creature in the area of the flames suffers 1d3 points of damage, +2 points for each level of the caster, to a maximum of 1d3+20 points of fire damage. Those successfully saving vs. Spell receive half damage.~
@12142  = ~Mirror Image
(Illusion/Phantasm)

Level: 2
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 1
Area of Effect: Special
Saving Throw: None

When a Mirror Image spell is invoked, the caster causes from 2 to 8 exact duplicates of <PRO_HIMHER>self to come into being around <PRO_HIMHER>. These images do exactly what the wizard does. Since the spell causes a blurring and slight distortion when cast, it is impossible for opponents to be certain which are the illusions and which is the actual wizard. When an image is struck by a melee or missile attack—magical or otherwise—it disappears, but any other existing images remain intact until they are struck. However, it is important to note that this will not protect the caster against every attack, as it is possible for an enemy to choose the real caster amongst all the images.~
@12143  = ~Shadow Door
(Illusion/Phantasm)

Level: 5
Range: 0
Duration: 9 rounds + 1 round/level after 9th
Casting Time: 2
Area of Effect: The caster
Saving Throw: None

By means of this spell, the wizard creates the illusion of a door. The illusion also permits the wizard to appear to step through this "door" and disappear. In reality, <PRO_HESHE> has darted aside and can flee, totally invisible (as per the Improved Invisibility spell), for the spell's duration. A True Seeing spell, a Gem of Seeing, or similar magical means can reveal the wizard.~
@12144  = ~Wraithform 
(Alteration, Illusion)

Level: 3
Range: 0
Duration: 2 rounds/level
Casting Time: 1
Area of Effect: The caster
Saving Throw: None 

When this spell is cast, the wizard and all of <PRO_HISHER> gear become insubstantial. The caster is subject only to magical or special attacks, including those by weapons of +1 or better enchantment, or by creatures otherwise able to affect those struck only by magical weapons. The wizard also gains 25% resistance to magic damage. While in wraithform, the caster cannot cast either arcane or divine spells.~
@12145  = ~Remove Magic
(Abjuration)

Level: 3
Range: 40 ft.
Duration: Instant
Casting Time: 3 
Area of Effect: 15-ft. radius
Saving Throw: None
