@81433  = ~试试来拿啊。谅你也不敢。~
@100813 = ~“牧师，晨曦之主艾达伦，此刻不在这里，而我只不过是个低级侍僧。我既没受过训练也没有晨曦之主足够的护佑来独自提供足够的神殿服务。”~
@100814 = ~打听艾达伦何时会回来。~
@100815 = ~离开神殿并进入铁匠铺。~
@100816 = ~离开城镇并前往瑞狄格峰。~
@100817 = ~“他没有批准我查看他的日程，”她敷衍地答道并转身离开。然而什么事令她停住了，她转过身，打量你闪耀的盔甲和插在你腰带上的重剑，又开口了。“我道歉，但事实是晨曦之主已经离开太久了。他几乎肯定是死了。”~
@100818 = ~”他大约三十天前旅行去瑞狄格峰，但他早该回来了。旅行到那里最多只要三天，回来也只要三天。你甚至从镇广场就能看到那座山。“~
@100819 = ~“瑞狄格峰是芬诺特的巢穴，他是最近搬到这个地区并且开始对人们实施恐怖统治的军阀。艾达伦确定他能劝这暴君明理——自信如果出现最坏的情况，洛山达会保佑他——但他再也没回来！”~
@100820 = ~“我的导师——我的朋友——被那怪物杀害了，而现在我看不到这里的人何时才能摆脱他！<PRO_SIRMADAM>，您看上去是一位伟大的战士。如果你可以的话，请把我们的城镇从这暴君手中拯救出来！噢，很对不起，我情绪太激动了。我不能再说下去了！”她跑开了，只留下你在神殿里。~
@100821 = ~离开神殿并进入铁匠铺。~
@100822 = ~离开城镇并前往瑞狄格峰。~
@100823 = ~铁匠铺是间小木屋，屋顶低矮，室内拥挤而通风。墙上成列挂着他的手工样品：刀剑、长矛和盾牌，但全都满是烟灰。当你进屋时，铁匠警惕地从他的铁砧上抬起头，朝你点头示意。“你想要啥，”他没好气地问。~
@100824 = ~问他是否有什么罕见的商品。~
@100825 = ~离开铁匠铺并进入神殿。~
@100826 = ~离开城镇并前往瑞狄格峰。~
@100827 = ~他摇摇头。“我没什么可卖的。再也没有了！”~
@100828 = ~询问为何一位商人会无货可卖。~
@100829 = ~离开铁匠铺并进入神殿。~
@100830 = ~离开城镇并前往瑞狄格峰。~
@100831 = ~“因为我们不再有任何现钱了！我们所用的一切都到我们的新领主，芬诺特那去了。他管它叫‘税收’，但你问我的话它更像‘抢劫’	！因为他根本是把我们得到的一切都拿走了，金钱在这里变得一文不值，因此我不想要你所有的任何一点。我现在唯一的工作方式就是交换服务，而我怀疑你会有任何我要的东西。不过……”~
@100832 = ~突然，传来一阵敲门声，你还没来得及反驳，铁匠就急忙把你藏到旁边的一堆箱子后并示意你保持沉默。几乎就在他转过身前，一名大汉冲进他的店里。“铁匠！”他吼道。“你的货物晚点了。芬诺特要的武器在哪？”~
@100833 = ~“我——我——我需要时间，”铁匠战战兢兢地回答。”那么多武器十天是造不好的，特别是在补给这么难的时候，我得补充，是你的主人带来的情况！“~
@100834 = ~大汉走上前并对铁匠反手一击，打得他倒在地上。”留心你的舌头，恶狗！第一，芬诺特大人不只是我的主人，而是我们的主人！第二，他不会为你的无能负责！你有两天时间完成订货。如果你那时还没有武器，你的女儿就得还账！“~
@100835 = ~保持隐蔽。~
@100836 = ~用你的剑往男人背上斩下。~
@100837 = ~铁匠点头表示明白，大汉扬长而去。等他走后，铁匠示意你起身出门。”你得走了，“他紧张地说。”我有太多活要干。“~
@100838 = ~向他打听芬诺特大人。~
@100839 = ~离开铁匠铺并进入神殿。~
@100840 = ~离开城镇并前往瑞狄格峰。~
@100841 = ~凭借强力一挥，你砍开了男人的头骨，一击把他打倒。当他的尸体扑倒在地时，铁匠看着你的表情迅速从不可思议变为惊恐万分。”你这下真的完了，“他哭道。”芬诺特大人的总管在我的店里被杀了！快点，帮我把尸体藏进炉子，趁还没人发现！“~
@100842 = ~向他打听芬诺特大人。~
@100843 = ~离开铁匠铺并进入神殿。~
@100844 = ~离开城镇并前往瑞狄格峰。~
@100845 = ~”从没人见过他，“男人低声说。”但他和他的士兵们几十天前来到这里，立即开始毫不留情地抢劫人们。任何有价值的东西——金钱、珠宝、钢铁、甚至食物还有，正如你刚看到的，武器——他们根本就是不付钱强抢。“~
@100846 = ~“他的堡垒就在北边瑞狄格峰某个地方。几天前他们把我女儿带到那里，作为要我继续打白工的‘劝告’。你为什么要问？你不会真的想要解决他吧，对不对？因为如果你要去的话，我求你留心我女儿，佩蒂。如果你可以的话救救她！”~
@100847 = ~同意救他女儿。~
@100848 = ~告诉他你无法保证能救出他女儿。~
@100849 = ~告诉他你无意去芬诺特大人的堡垒。~
@100850 = ~“哦，谢谢你！”他喜笑颜开地回答。“既然你答应把这世上我唯一在意的还给我，我要把这个给你！”他拉开地上一块活板，把手伸进洞里，拿出一个粗布包，他迅速将它解开，露出一把极其光滑的蓝色长剑。~
@100851 = ~当你握住剑柄时，护手上涌现一列橙色的符文，暗示剑中蕴藏的力量。“它叫夺目者，是我父亲传给我的，他是这一带有史以来最声名远扬的铁匠大师。我怀疑世上没几把剑能比这把更好。愿它总是为你击中，如果你能把它插进芬诺特大人的头颅，我会永远赞美你的名字。”~
@100852 = ~“但我们已经说得太久了。我真的得回去干活，我在此祝你旅途顺利。再会。”~
@100853 = ~离开铁匠铺并进入神殿。~
@100854 = ~离开城镇并前往瑞狄格峰。~
@100855 = ~“啊，”他答道，显然很失望。“我不该燃起希望的。这么说就够了，我会很高兴你做到的任何事。”~
@100856 = ~“啊，”他答道，显然很失望。“我不该燃起希望的。如果你真的改变主意，如果你能结束他的暴政，这一带的人会长舒一口气的。”~
@100857 = ~当你转身向北出镇时，一个秃顶矮个男人谦卑地走近你，脱帽致意。“打扰了，<PRO_SIRMADAM>，”他开口说，“但你看上去像是充满了英雄气概。你能把我们镇从芬诺特大人和他的士兵们的掌中解放出来吗？”~
@100858 = ~表示你会的。~
@100859 = ~说价钱合适你就会。~
@100860 = ~说你现在太忙了。~
@100861 = ~“哦，谢谢你，谢谢你！”他激动地握你的手。“我们眼下没什么可付给你，因为芬诺特是那么贪婪，他把我们这地方搜刮得几乎没任何有价值的东西。尽管如此	，任何能攻进他的堡垒并杀死他的人无疑会发现他的地窖里金币都满得溢出来了。现在祝你好运，再会！”~
@100862 = ~“我们眼下没什么能付给你，”他答道，“因为芬诺特是那么贪婪，他把我们这地方有价值的东西都快搜刮完了。尽管如此，任何能攻进他的堡垒并杀死他的人无疑会发现他的地窖金币满得溢出来。但如果那还不够，那就这样吧。再会！”~
@100863 = ~“那太遗憾了，”他答道，“因为芬诺特是那么贪婪，他把我们这地方有任何价值的东西都快搜刮完了。因此，任何能攻进他的堡垒并杀死他的人无疑会发现他的地窖里金币满得溢出来。但如果你太忙，那就这样吧。再会！”~
@100864 = ~“士兵们内讧了，所以他们同意散伙。一群人带着我们的马车和马匹朝西走。另一群带着我的母亲和兄弟朝东走。”你往地上一看，确实如此，有两道朝东和朝西的痕迹。士兵们无意掩盖他们的行动，所以两条路都会很容易跟踪。~
@100865 = ~向西追赶马车和马匹。~
@100866 = ~向东追赶女孩的母亲和兄弟。~
@100867 = ~忘记这团乱子并继续北上瑞狄格峰。~
@100868 = ~向西的路绕过几座小山并进入一片稀疏的林地。阳光穿过树荫，鸟儿在凉风中欢唱。总之，这段旅途还不错。~
@100869 = ~马嘶声是表明你已追到你的猎物的第一个信号。你爬到一座小山顶上，发现马车和两匹马在下方的山谷里。两个兽人激烈地对话，不过他们看上去不是在打斗，而且他们不时从马车上的一口酒桶里舀酒到他们的粘土酒杯，一杯接一杯将酒一饮而尽。~
@100870 = ~攻击兽人们。~
@100871 = ~扎营以等待更好的机会。~
@100872 = ~离开现场并继续北上瑞狄格峰。~
@100873 = ~你拔剑冲向营地，同时困惑的兽人们丢下被子手忙脚乱地拿他们的武器。你没给他们任何反应的机会，用剑猛力一斩，干脆地把第一个兽人砍成两半，然后转身面对第二个。怪物举起它的斧子咆哮着向你扑来。~
@100874 = ~你灵巧地闪开了笨拙的挥砍并用你的剑向后划了个弧正中兽人背后。剑刃穿透了怪物的薄皮甲，它大声痛哼着倒在尘埃中。它在地上挣扎了几下但很快躺在血染的泥土中不动了。~
@100875 = ~你灵巧地闪开笨拙的挥砍并用你自己的剑向后划个弧直指兽人背后，但你吃了一惊，怪物预测你的动作，朝土里一扑，导致你的剑无害地从空气中挥过。~
@100876 = ~在你调整好前，兽人从下方抱住你的双腿，你一头栽倒在土中，剑也从手中飞出。当你翻身绝望地试图站起身时，兽人扑到你胸前，一把匕首划向你的咽喉。几秒之内，世界变黑了。~
@100877 = ~突然风中传来柔和的吟唱声，令你后背汗毛直竖。你转过身，注意到另一个你之前没见过的兽人，这一个身穿部落萨满的长袍，站在马车旁挥舞着他的双手。~
@100878 = ~冲向他并攻击。~
@100879 = ~把你的剑投向他。~
@100880 = ~跑去找掩护。~
@100881 = ~你迅速在你们俩之间的地面找掩护，但在这之前萨满完成了他的咒法。你注意到他双手周围的空中有道亮光迅速扩大笼罩了你。一瞬间，你感到精疲力竭，你发现你自己只想在地上缩起来睡一觉，但你成功地抗拒了咒法的影响。~
@100882 = ~你大吼一声，举剑朝萨满抬起的手臂斩下。皮骨在你干脆利落地砍过脆弱的躯体时迎刃而解。兽人栽倒在地一动不动了。~
@100883 = ~你迅速在你们俩之间的地面找掩护，但在这之前萨满完成了他的咒法。你注意到他双手周围的空中有道亮光迅速扩大笼罩了你。一瞬间，你感到精疲力竭，你发现你自己只想着打盹会多美妙。你对世界毫不在意，缩成一团并沉入一个你永远醒不来的梦。~
@100884 = ~你大吼一声，朝空中投出你的剑。兵器胡乱打着圈并叮叮当当地砸到马车，但这足以打断萨满的专注。他的法术随着一次猛烈的爆炸失败了，而他摇摇晃晃地后退，双手已经伸进腰包准备又一次施法。你动作迅速，一拳打中他的下巴，使他晕头转向。你捡起你的剑时，他开始施展另一个法术。~
@100885 = ~你迅速闪到马车后，但在此之前萨满完成了他的咒法。你注意到他双手周围的空中一道闪光迅速扩大笼罩了你。一瞬间，你感到精疲力竭，你发现你自己只想在地上缩起来睡一觉，但你成功抵抗了咒法的效果。你意识到他的咒法失败，冲出马车直奔他而去。~
@100886 = ~你迅速闪到马车后，但在此之前萨满完成了他的咒法。你注意到他双手周围的空中一道闪光迅速扩大笼罩了你。突然，你感到精疲力竭，你发现你自己只想着打个盹会多美妙。你对世界毫不在意，缩成一团沉入一个你永远醒不来的梦。~
@100887 = ~到头来你没从马车里找到什么有用的。货物大多是被喝光的酒桶、布料、珠子以及其他制衣用的小装饰，但一个头盔引起了你的注意。虽然它是金属制成并且显得精心制作而坚固，它非常轻——对普通金属来说太轻了。刻在上面的一列柔和的紫色符文证实头盔被以某种方式附魔过。~
@100888 = ~戴上头盔。~
@100889 = ~丢掉头盔并继续前往瑞狄格峰。~
@100890 = ~头盔很容易就戴到你头上——事实上，太容易了，以至于你发誓它一定是特地为你打造的——但你没体验到明显的魔法效果。你耸耸肩，继续朝瑞狄格峰前进。~
@100891 = ~你扎营以监视营地。过了几小时直到夜幕终于笼罩了一切。尽管两个兽人不时朝南边的原野张望——从而暗示存在其他人外出搜索食物或补给——可是没有别人回到营地。终于，啤酒把两人放倒了，他们在火堆旁躺下，很快便鼾声震天。~
@100892 = ~潜行到兽人身旁并杀死他们。~
@100893 = ~离开现场并继续北上瑞狄格峰。~
@100894 = ~你悄悄潜行过去并把你的剑刺进第一个兽人的腹部。怪物被刺得尖叫起来但此外在它的生命流尽前就再没反应了。第二个兽人大吼着坐起身，但你举剑猛地划了道弧线正中它的下巴。它，同样地，倒在它自己的血泊中。整场战斗还没开始就结束了。~
